id	Kanji	JLPT-test	"Reading within Joyo"
1966	愉	1	ユ
1967	諭	1	ユ、さと-す
1969	癒	1	ユ、い-える、い-やす
1970	唯	1	ユイ、[イ]
1974	幽	1	ユウ
1975	悠	1	ユウ
1977	湧	1	ユウ、わ-く
1978	猶	1	ユウ
1979	裕	1	ユウ
1981	雄	1	ユウ、お、おす
1982	誘	1	ユウ、さそ-う
1983	憂	1	ユウ、うれ-える、うれ-い、う-い
1984	融	1	ユウ
1989	誉	1	ヨ、ほま-れ
1993	羊	1	ヨウ、ひつじ
1998	庸	1	ヨウ
1999	揚	1	ヨウ、あ-げる、あ-がる
2000	揺	1	ヨウ、ゆ-れる、ゆ-る、ゆ-らぐ、ゆ-るぐ、ゆ-する、ゆ-さぶる、ゆ-すぶる
2008	窯	1	ヨウ、かま
2009	養	1	ヨウ、やしな-う
2010	擁	1	ヨウ
2011	謡	1	ヨウ、うたい、うた-う
2013	抑	1	ヨク、おさ-える
2018	翼	1	ヨク、つばさ
2020	裸	1	ラ、はだか
2021	羅	1	ラ
2023	雷	1	ライ、かみなり
2027	酪	1	ラク
2031	覧	1	ラン
2032	濫	1	ラン
2033	藍	1	ラン、あい
2034	欄	1	ラン
2035	吏	1	リ
2039	痢	1	リ
2041	履	1	リ、は-く
2042	璃	1	リ
2043	離	1	リ、はな-れる、はな-す
2049	柳	1	リュウ、やなぎ
2052	竜	1	リュウ、たつ
2054	隆	1	リュウ
2055	硫	1	リュウ
2058	虜	1	リョ
2059	慮	1	リョ
2065	猟	1	リョウ
2066	陵	1	リョウ、みささぎ
2068	僚	1	リョウ
2070	寮	1	リョウ
2072	瞭	1	リョウ
2073	糧	1	リョウ、[ロウ]、かて
2077	厘	1	リン
2078	倫	1	リン
2080	隣	1	リン、とな-る、となり
2081	臨	1	リン、のぞ-む
2082	瑠	1	ル
2084	累	1	ルイ
2085	塁	1	ルイ
2090	励	1	レイ、はげ-む、はげ-ます
2093	鈴	1	レイ、リン、すず
2095	霊	1	レイ、リョウ、たま
2096	隷	1	レイ
2098	麗	1	レイ、うるわ-しい
2099	暦	1	レキ、こよみ
2102	劣	1	レツ、おと-る
2103	烈	1	レツ
2104	裂	1	レツ、さ-く、さ-ける
2107	廉	1	レン
2109	錬	1	レン
2110	呂	1	ロ
2111	炉	1	ロ
2114	露	1	ロ、[ロウ]、つゆ
2118	郎	1	ロウ
2119	朗	1	ロウ、ほが-らか
2120	浪	1	ロウ
2121	廊	1	ロウ
2122	楼	1	ロウ
2123	漏	1	ロウ、も-る、も-れる、も-らす
2131	賄	1	ワイ、まかな-う
2133	惑	1	ワク、まど-う
2134	枠	1	わく
