びょう	描	びょう:on, か:kun, えが:kun
ばん	盤	ばん:on
しょう	称	しょう:on, とな:kun, たた:kun, ほめ:kun
しょ	緒	しょ:on, お:kun
ゆる	緩	ゆる:kun, かん:on
たく	託	たく:on, かこ:kun
わい	賄	わい:on, まかな:kun
ろ	賂	ろ:on
ぞう	贈	ぞう:on, おく:kun
とう	逃	とう:on, に:kun, のが:kun, の:kun
かん	還	かん:on, かえ:kun
ひざ	膝	ひざ:kun
ほう	邦	ほう:on, くに:kun
りん	鈴	りん:on, すず:kun
ふ	阜	ふ:on
き	岐	き:on, ぎ:on
りゅう	隆	りゅう:on
こ	雇	こ:on, やと:kun
ひか	控	ひか:kun, こう:on
かべ	壁	かべ:kun, へき:on
き	棋	き:on, ご:kun
じゅう	渋	じゅう:on, しぶ:kun
かた	片	かた:kun, へん:on
ぐん	群	ぐん:on, む:kun, むら:kun
せん	仙	せん:on
じゅう	充	じゅう:on, あ:kun, み:kun
めん	免	めん:on, まぬか:kun
かん	勧	かん:on, すす:kun
けん	圏	けん:on
う	埋	う:kun, まい:on
さい	埼	さい:kun, き:on
うば	奪	うば:kun, だつ:on
ご	御	ご:on, ぎょ:on, お:kun, おん:kun, み:kun
しん	慎	しん:on, つつし:kun
きょ	拒	きょ:on, こば:kun
わく	枠	わく:kun
こう	甲	こう:on, かん:on, か:kun
い	斐	い:on
し	祉	し:on
いね	稲	いね:kun, いな:kun
じょう	譲	じょう:on, ゆず:kun
けん	謙	けん:on
やく	躍	やく:on, おど:kun
じゅう	銃	じゅう:on
こう	項	こう:on
こう	鋼	こう:on, はがね:kun
あて	宛	あて:kun
こ	顧	こ:on, かえり:kun
ちゅう	駐	ちゅう:on
か	駆	か:kun, く:on
ちゅう	柱	ちゅう:on, はしら:kun
しょう	唱	しょう:on, とな:kun
こう	孝	こう:on
しゅん	俊	しゅん:on
けん	兼	けん:on, か:kun
ざい	剤	ざい:on
ふ	吹	ふ:kun, すい:on
ほり	堀	ほり:kun, くつ:on
じゅん	巡	じゅん:on, めぐ:kun
かい	戒	かい:on, いまし:kun
はい	排	はい:on
けい	携	けい:on, たずさ:kun
びん	敏	びん:on
えい	鋭	えい:on, するど:kun
しき	敷	しき:kun, し:kun, ふ:on
でん	殿	でん:on, との:kun, どの:kun
ぎ	犠	ぎ:on
かく	獲	かく:on, え:kun
も	茂	も:on, しげ:kun
はん	繁	はん:on, しげ:kun
ひん	頻	ひん:on, しき:kun
しょく	殖	しょく:on, ふ:kun
はく	薄	はく:on, うす:kun
しょう	衝	しょう:on, つ:kun
よ	誉	よ:on, ほ:kun
ほう	褒	ほう:on, ほ:kun
とう	透	とう:on, す:kun
りん	隣	りん:on, となり:kun
が	雅	が:on, みや:kun
き	嬉	き:on, うれ:kun
よう	妖	よう:on, あや:kun
