い	偉	い:on, えら:kun
ちょう	頂	ちょう:on, いただき:kun, いただ:kun
しょう	召	しょう:on, め:kun
はさ	挟	はさ:kun, きょう:on, しょう:on
こ	枯	こ:on, か:kun
ふつ	沸	ふつ:on, わ:kun
たく	濯	たく:on, すす:kun, ゆす:kun, そそぐ:kun
そう	燥	そう:on, はしゃ:kun
びん	瓶	びん:on, かめ:kun
こう	耕	こう:on, たがや:kun
こう	肯	こう:on, がえんじ:kun
し	脂	し:on, あぶら:kun
ふ	膚	ふ:on, はだ:kun
けん	軒	けん:on, のき:kun
なん	軟	なん:on, やわ:kun
こう	郊	こう:on
すみ	隅	すみ:kun, ぐう:on
せき	隻	せき:on
てい	邸	てい:on, やしき:kun
ぐん	郡	ぐん:on, こおり:kun
しゃく	釈	しゃく:on, せき:on, す:kun, とく:kun, ゆる:kun
ぼう	肪	ぼう:on
かん	喚	かん:on, わめ:kun
ひめ	媛	ひめ:kun, えん:on
てい	貞	てい:on, さだ:kun
げん	玄	げん:on, くろ:kun
みょう	苗	みょう:on, びょう:on, なえ:kun, なわ:kun
か	渦	か:on, うず:kun
じ	慈	じ:on, いつく:kun
えり	襟	えり:kun, きん:on
れん	蓮	れん:on, はす:kun, はちす:kun
りょう	亮	りょう:on, あきらか:kun
そう	聡	そう:on, さと:kun, みみざと:kun
うら	浦	うら:kun, ほ:on
つか	塚	つか:kun, ちょう:on
かん	陥	かん:on, おちい:kun, おとしい:kun
かん	貫	かん:on, つらぬ:kun, ぬき:kun, ぬ:kun
は	覇	は:on, はく:on, はたがしら:kun
ろ	呂	ろ:on, りょ:on, せぼね:kun
いばら	茨	いばら:kun, し:on, じ:on
よう	擁	よう:on
こ	孤	こ:on
ばい	賠	ばい:on
さ	鎖	さ:on, くさり:kun, とざ:kun
ふん	噴	ふん:on, ふ:kun
しょう	祥	しょう:on, きざ:kun, さいわ:kun, つまび:kun, よ:kun
せい	牲	せい:on
ちつ	秩	ちつ:on
さ	唆	さ:on, そそのか:kun, そそ:kun
ぼう	膨	ぼう:on, ふく:kun
ほう	芳	ほう:on, かんば:kun
こう	恒	こう:on, つね:kun, つねに:kun
りん	倫	りん:on
ちん	陳	ちん:on, ひ:kun
す	須	す:on, しゅ:on, すべから:kun, すべし:kun, ひげ:kun, まつ:kun, もち:kun, もと:kun
へん	偏	へん:on, かたよ:kun
ぐう	遇	ぐう:on, あ:kun
りょう	糧	りょう:on, ろう:on, かて:kun
しゅ	殊	しゅ:on, こと:kun
まん	慢	まん:on
